product,signal,label,label_basis,year,q_start,quarter_label
SGLT2 inhibitors: Farxiga (dapagliflozin) tablet Glyxambi (empagliflozin/linagliptin) tablet Jardiance (empagliflozin) tablet Invokamet (canagliflozin/metformin HCl) tablet Invokana (canagliflozin) tablet Synjardy (empagliflozin/metformin HCl) tablets Xigduo XR (dapagliflozin/metformin HCl) extended release tablet,Acute kidney injury,보류,pending,2015,October,October - December 2015
Somatostatin analogs: Sandostatin (octreotide acetate) injection Sandostatin LAR Depot (octreotide acetate) for injectable suspension Somatuline Depot (lanreotide) injection Signifor (pasireotide) injection Signifor LAR (pasireotide) injection,Cholecystitis,보류,pending,2015,October,October - December 2015
TachoSil (fibrin sealant patch),Intestinal obstruction in patients undergoing abdominal and/or pelvic surgery,보류,pending,2015,October,October - December 2015
Visipaque (iodixanol) injection,Hypersensitivity,음성,pure_noaction,2015,October,October - December 2015
Antidepressants,Takotsubo cardiomyopathy,양성,pure_update,2016,April,April - June 2016
Avonex (interferon beta-1a) injection,Drug-induced lupus,음성,mixed_reviewed,2016,April,April - June 2016
Bendeka (bendamustine hydrochloride) injection,Drug Reaction with Eosinophilia and Systematic Symptoms (DRESS),양성,pure_update,2016,April,April - June 2016
Bendeka (bendamustine hydrochloride) injection,Hepatic and hepatobiliary disorders,양성,pure_update,2016,April,April - June 2016
Beta Interferons:,Drug-induced lupus,양성,mixed_reviewed,2016,April,April - June 2016
Betaseron (interferon beta-1b) subcutaneous injection,Drug-induced lupus,양성,mixed_reviewed,2016,April,April - June 2016
Corlanor (ivabradine) tablet,"Concomitant use of ivabradine with drugs that slow the heart rate (e.g. beta blockers, clonidine, digoxin, diltiazem, ivabradine, and verapamil) may increase risk of bradycardia",음성,mixed_reviewed,2016,April,April - June 2016
Daklinza (daclatasvir) tablets,Hepatitis B reactivation,양성,pure_update,2016,April,April - June 2016
Daklinza (daclatasvir) tablets,"Direct-acting antivirals Drug Safety Communication (October 4, 2016)",양성,pure_update,2016,April,April - June 2016
Dipeptidyl peptidase 4 (DPP-4) inhibitor tablets:,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Diphenhydramine,QT Prolongation,음성,mixed_reviewed,2016,April,April - June 2016
Direct-acting antivirals:,Hepatitis B reactivation,양성,pure_update,2016,April,April - June 2016
Direct-acting antivirals:,"Direct-acting antivirals Drug Safety Communication (October 4, 2016)",양성,pure_update,2016,April,April - June 2016
Entresto (sacubitril/valsartan) tablets,Risk of rhabdomyolysis with concomitant use of statin therapy,음성,mixed_reviewed,2016,April,April - June 2016
Extavia (interferon beta-1b) subcutaneous injection,Drug-induced lupus,양성,mixed_reviewed,2016,April,April - June 2016
Farxiga (dapagliflozin) tablets,Acute pancreatitis,음성,mixed_reviewed,2016,April,April - June 2016
First and second generation histamine H1 antagonists,Seizures,음성,mixed_reviewed,2016,April,April - June 2016
Fluroquinolone antibiotics,Drug-induced side effects,양성,pure_update,2016,April,April - June 2016
Glyxambi (empagliflozin /linagliptin) tablets,Acute pancreatitis,음성,mixed_reviewed,2016,April,April - June 2016
Glyxambi (empagliflozin/ linagliptin) tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Granix (tbo-filgrastime) injection for subcutaneous use,Glomerulonephritis,양성,pure_update,2016,April,April - June 2016
HMG-CoA reductase inhibitors,Interstitial lung disease,보류,pending,2016,April,April - June 2016
Harvoni (ledipasvir and sofosbuvir) tablets,Hepatitis B reactivation,양성,pure_update,2016,April,April - June 2016
Harvoni (ledipasvir and sofosbuvir) tablets,"Direct-acting antivirals Drug Safety Communication (October 4, 2016)",양성,pure_update,2016,April,April - June 2016
Harvoni (ledipasvir and sofosbuvir) tablets,Drug-Drug Interaction: ledipsavir/sofosbuvir and lopinavir/ritonavir,음성,mixed_reviewed,2016,April,April - June 2016
Hydralazine hydrochloride tablets,Increase in medication error reports associated with confusion between hydroxyzine and hydralazine,양성,pure_update,2016,April,April - June 2016
Hydroxyzine hydrochloride tablets,Increase in medication error reports associated with confusion between hydroxyzine and hydralazine,양성,pure_update,2016,April,April - June 2016
Hydroxyzine pamoate capsules,Increase in medication error reports associated with confusion between hydroxyzine and hydralazine,양성,pure_update,2016,April,April - June 2016
Invokamet (canagliflozin /metformin hydrochloride) tablets,Acute pancreatitis,음성,mixed_reviewed,2016,April,April - June 2016
Invokana (canagliflozin) tablets,Acute pancreatitis,음성,mixed_reviewed,2016,April,April - June 2016
Janumet (sitagliptin /metformin hydrochloride) tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Janumet XR (sitagliptin /metformin hydrochloride) extended-release tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Januvia (sitagliptin) tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Jardiance (empagliflozin) tablets,Acute pancreatitis,음성,mixed_reviewed,2016,April,April - June 2016
Jentadueto (linagliptin/metformin hydrochloride ) tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Jentadueto XR (linagliptin /metformin hydrochloride) extended-release tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Kazano (alogliptin /metformin hydrochloride) tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Kombiglyze XR (saxagliptin /metformin hydrochloride) extended-release tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Krystexxa (pegloticase) injection for intravenous use,Hemolytic anemia and methemoglobinemia,양성,pure_update,2016,April,April - June 2016
Lamisil (terbinafine hydrochloride) tablets,Thrombotic microangiopathy,양성,pure_update,2016,April,April - June 2016
Nesina (alogliptin) tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Olysio (simeprevir) capsules,Hepatitis B reactivation,양성,pure_update,2016,April,April - June 2016
Olysio (simeprevir) capsules,"Direct-acting antivirals Drug Safety Communication (October 4, 2016)",양성,pure_update,2016,April,April - June 2016
Onglyza (saxagliptin) tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Ophthalmic products: container closure system,Manufacturing problem: loose or unsecured tamper evident rings can fall off the bottle neck onto patients’ eyes when bottle is tilted or inverted to apply eye drops,양성,pure_update,2016,April,April - June 2016
Opsumit (macitentan) tablets,Hepatic and hepatobiliary disorders,양성,pure_update,2016,April,April - June 2016
Oseni (alogliptin /pioglitazone) tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Plegridy and Plegridy PEN (peginterferon beta-1a) subcutaneous injection,Drug-induced lupus,음성,mixed_reviewed,2016,April,April - June 2016
Rapivab (peramivir) injection for intravenous use,Anaphylaxis/Angioedema,양성,pure_update,2016,April,April - June 2016
Rebif and Rebif Rebidose (interferon beta-1a) subcutaneous injection,Drug-induced lupus,음성,mixed_reviewed,2016,April,April - June 2016
SGLT2 inhibitors:,Acute pancreatitis,음성,mixed_reviewed,2016,April,April - June 2016
Sovaldi (sofosbuvir) tablets,Hepatitis B reactivation,양성,pure_update,2016,April,April - June 2016
Sovaldi (sofosbuvir) tablets,"Direct-acting antivirals Drug Safety Communication (October 4, 2016)",양성,pure_update,2016,April,April - June 2016
Synjardy (empagliflozin /metformin hydrochloride) tablets,Acute pancreatitis,음성,mixed_reviewed,2016,April,April - June 2016
Tecfidera (dimethyl fumarate) delayed-release capsules,Idiosyncratic drug-induced liver injury (DILI),양성,pure_update,2016,April,April - June 2016
"Technivie (ombitasvir, paritaprevir, and ritonavir) tablets",Hepatitis B reactivation,양성,pure_update,2016,April,April - June 2016
"Technivie (ombitasvir, paritaprevir, and ritonavir) tablets","Direct-acting antivirals Drug Safety Communication (October 4, 2016)",양성,pure_update,2016,April,April - June 2016
Terbinafine hydrochloride-containing oral drugs,Thrombotic microangiopathy,양성,pure_update,2016,April,April - June 2016
Tracleer (bosentan) tablets,Anaphylaxis,양성,pure_update,2016,April,April - June 2016
Tracleer (bosentan) tablets,Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),양성,pure_update,2016,April,April - June 2016
Tradjenta (linagliptin) tablets,Pemphigoid,양성,pure_update,2016,April,April - June 2016
Treanda (bendamustine hydrochloride) infusion,Drug Reaction with Eosinophilia and Systematic Symptoms (DRESS),양성,pure_update,2016,April,April - June 2016
Treanda (bendamustine hydrochloride) injection,Hepatic and hepatobiliary disorders,양성,pure_update,2016,April,April - June 2016
Unituxin (dinutuximab) injection for intravenous use,Transverse myelitis,양성,pure_update,2016,April,April - June 2016
"Viekira Pak (ombitasvir, paritaprevir, and ritonavir",Hepatitis B reactivation,양성,pure_update,2016,April,April - June 2016
"Viekira Pak (ombitasvir, paritaprevir, and ritonavir","Direct-acting antivirals Drug Safety Communication (October 4, 2016)",양성,pure_update,2016,April,April - June 2016
"Vistaril (hydroxyzine pamoate capsules, suspension",Acute generalized exanthematous pustulosis (AGEP),양성,pure_update,2016,April,April - June 2016
Xigduo XR (dapagliflozin/metformin hydrochloride) extended-release tablets,Acute pancreatitis,음성,mixed_reviewed,2016,April,April - June 2016
"Xyzal (levocetirizine dihydrochloride) tablets, solution",Acute generalized exanthematous pustulosis (AGEP),양성,pure_update,2016,April,April - June 2016
Zecuity (sumatriptaniontophoretic) transdermal system,Burns and Scars,양성,pure_update,2016,April,April - June 2016
Zepatier (elbasvir and grazoprevir) tablets,Hepatitis B reactivation,양성,pure_update,2016,April,April - June 2016
Zepatier (elbasvir and grazoprevir) tablets,"Direct-acting antivirals Drug Safety Communication (October 4, 2016)",양성,pure_update,2016,April,April - June 2016
Zydelig (idelalisib) tablets,Fatal infections,양성,pure_update,2016,April,April - June 2016
"Zyrtec (cetirizine hydrochloride) tablets, capsules, Children’s syrup",Acute generalized exanthematous pustulosis (AGEP),양성,pure_update,2016,April,April - June 2016
dasabuvir) tablets,Hepatitis B reactivation,양성,pure_update,2016,April,April - June 2016
dasabuvir) tablets,"Direct-acting antivirals Drug Safety Communication (October 4, 2016)",양성,pure_update,2016,April,April - June 2016
(bupivacaine liposome) injection,Local Anesthetic Systemic Toxicity (LAST),보류,pending,2016,January,January - March 2016
"Abilify (aripiprazole) orally disintegrating tablet, tablet, oral solution, and injection for intramuscular (IM) use",Impulse-control disorders,양성,pure_update,2016,January,January - March 2016
Abilify Maintena (aripiprazole) extended-release injectable suspension for IM use,Impulse-control disorders,양성,pure_update,2016,January,January - March 2016
Adcirca (tadalafil) tablets,Skin melanomas,음성,mixed_reviewed,2016,January,January - March 2016
Aripiprazole-containing drug products:,Impulse-control disorders,양성,pure_update,2016,January,January - March 2016
Aristada (aripiprazole lauroxil) extended-release injectable suspension for IM use,Impulse-control disorders,양성,pure_update,2016,January,January - March 2016
Belviq (lorcaserin hydrochloride) tablets,Hypersensitivity,양성,pure_update,2016,January,January - March 2016
Brilinta (ticagrelor) tablets,Atrioventricular block (AV block),양성,pure_update,2016,January,January - March 2016
Cialis (tadalafil) tablets,Skin melanomas,음성,mixed_reviewed,2016,January,January - March 2016
Cometriq (cabozantinib) capsules,Drug interaction between cabozantinib and warfarin,음성,pure_noaction,2016,January,January - March 2016
Cysto-Conray II (iothalamate meglumine) injection,Medication error reports associated with wrong route of administration,음성,mixed_reviewed,2016,January,January - March 2016
Diflucan (fluconazole) tablets,Adverse pregnancy outcomes,양성,pure_update,2016,January,January - March 2016
Exparel,Local Anesthetic Systemic Toxicity (LAST),보류,pending,2016,January,January - March 2016
First and second generation antipsychotics,Falls that may result in injury,양성,pure_update,2016,January,January - March 2016
Gastrografin (diatrizoate meglumine and diatrizoate sodium) solution,Medication error reports associated with wrong route of administration,음성,mixed_reviewed,2016,January,January - March 2016
Kynamro (mipomersen sodium) injection for subcutaneous use,Ineffectiveness of the REMS,양성,trunc_unverified,2016,January,January - March 2016
Levitra (vardenafil hydrochloride) orally-disintegrating tablets,Skin melanomas,음성,mixed_reviewed,2016,January,January - March 2016
"Loperamide hydrochloride capsules, oral solution","Abuse, misuse,&nbsp",양성,trunc_unverified,2016,January,January - March 2016
"Loperamide hydrochloride capsules, oral solution","and serious cardiac adverse events, including Torsades de Points",양성,trunc_unverified,2016,January,January - March 2016
MD-Gastroview (diatrizoate meglumine and diatrizoate sodium) solution,Medication error reports associated with wrong route of administration,음성,mixed_reviewed,2016,January,January - March 2016
Metformin-containing drug products,Hepatitis,양성,pure_update,2016,January,January - March 2016
"Noxafil (posaconazole) injection, extended-release tablets, and oral suspension",Drug interaction between posaconazole and vincristine potentially causing neurotoxicity,양성,pure_update,2016,January,January - March 2016
Paregoric oral solution,Labeling error with the potential to cause medication errors,양성,pure_update,2016,January,January - March 2016
Phosphodiesterase (PDE)-5 inhibitors:,Skin melanomas,음성,mixed_reviewed,2016,January,January - March 2016
Ranexa (ranolazine) extended-release tablets,Seizure,음성,mixed_reviewed,2016,January,January - March 2016
"Revatio (sildenafil citrate) tablets, oral suspension, and injection",Skin melanomas,음성,mixed_reviewed,2016,January,January - March 2016
Staxyn (vardenafil hydrochloride) orally-disintegrating tablets,Skin melanomas,음성,mixed_reviewed,2016,January,January - March 2016
Stendra (avanafil) tablets,Skin melanomas,음성,mixed_reviewed,2016,January,January - March 2016
Vascepa (icosapent ethyl) capsules,Liver injury,음성,pure_noaction,2016,January,January - March 2016
Velcade (bortezomib) injection for subcutaneous and IV use,Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis,양성,pure_update,2016,January,January - March 2016
Viagra (sildenafil citrate) tablets,Skin melanomas,음성,mixed_reviewed,2016,January,January - March 2016
"Aciphex (rabeprazole sodium) delayed-release tablets, for oral use",Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
"Aciphex (rabeprazole sodium) delayed-release tablets, for oral use",Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
"Adrenalin® (epinephrine injection), for intramuscular and subcutaneous use",Adrenaline (epinephrine) injection and wrong drug errors,양성,trunc_unverified,2017,April,April - June 2017
"Aldara® (imiquimod) cream, 5%, for topical use only",Drug induced vitiligo-like depigmentation,보류,pending,2017,April,April - June 2017
"Ameluz® (aminolevulinic acid hydrochloride) gel, 10%, for topical use",Transient global amnesia,양성,pure_update,2017,April,April - June 2017
"Campath (alemtuzumab) injection, for intravenous use",Acute acalculous cholecystitis,양성,trunc_unverified,2017,April,April - June 2017
Carafate® (sucralfate)&nbsp,Medication error: administration error,양성,trunc_unverified,2017,April,April - June 2017
Coartem (artemether/lumefantrine) tablets,Hemolytic anemia,양성,pure_update,2017,April,April - June 2017
Dipeptidyl peptidase-4 inhibitors,Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Epipen® (epinephrine injection, USP), Auto-injector 0.3 mg, for intramuscular or subcutaneous use",Device failure,양성,pure_update,2017,April,April - June 2017
"Epipen® Jr (epinephrine injection, USP) Auto-injector 0.15 mg, for intramuscular or subcutaneous use",Device failure,양성,pure_update,2017,April,April - June 2017
"Esomeprazole strontium delayed-release capsules, for oral use",Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
"Esomeprazole strontium delayed-release capsules, for oral use",Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
"Gilenya® (fingolimod) capsules, for oral use",Rebound multiple sclerosis upon discontinuation of fingolimod,양성,trunc_unverified,2017,April,April - June 2017
"Gleevec® (imatinib mesylate) tablets, for oral use",Decline in renal function,양성,pure_update,2017,April,April - June 2017
"GlucaGen (glucagon [rDNA origin] for injection), for subcutaneous, intramuscular, or intravenous use",Necrolytic migratory erythema,양성,pure_update,2017,April,April - June 2017
"Glucagon for injection, for subcutaneous, intramuscular, or intravenous use",Necrolytic migratory erythema,양성,pure_update,2017,April,April - June 2017
"Glyxambi (empagliflozin and linagliptin) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Janumet (sitagliptin and metformin hydrochloride) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Janumet XR (sitagliptin and metformin hydrochloride extended-release) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Januvia (sitagliptin) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Jentadueto (linagliptin and metformin hydrochloride) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Jentadueto XR (linagliptin and metformin hydrochloride extended-release) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Kazano (alogliptin and metformin hydrochloride) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Keytruda® (pembrolizumab) injection, for intravenous use",Complications of allogeneic hematopoietic stem cell transplantation,양성,trunc_unverified,2017,April,April - June 2017
"Keytruda® (pembrolizumab) injection, for intravenous use",Stevens-Johnson syndrome and toxic epidermal necrolysis,양성,pure_update,2017,April,April - June 2017
"Kombiglyze XR (saxagliptin and metformin hydrochloride extended-release) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Lemtrada (alemtuzumab) injection, for intravenous use",Acute acalculous cholecystitis,양성,trunc_unverified,2017,April,April - June 2017
"Nesina (alogliptin) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Nexium (esomeprazole magnesium) delayed-release capsules, for oral use",Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
"Nexium (esomeprazole magnesium) delayed-release capsules, for oral use",Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
Nexium (esomeprazole magnesium) for delayed-release oral suspension,Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
Nexium (esomeprazole magnesium) for delayed-release oral suspension,Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
"Nexium I.V. (esomeprazole sodium) for injection, for intravenous use",Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
"Nexium I.V. (esomeprazole sodium) for injection, for intravenous use",Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
"Onglyza (saxagliptin) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Opdivo® (nivolumab) injection, for intravenous use",Complications of allogeneic hematopoietic stem cell transplantation,양성,trunc_unverified,2017,April,April - June 2017
"Oseni (alogliptin and pioglitazone) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Pomalyst® (pomalidomide) capsules, for oral use",Ischemic colitis,음성,pure_noaction,2017,April,April - June 2017
"Prevacid (lansoprazole), delayed-release capsules, for oral use",Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
"Prevacid (lansoprazole), delayed-release capsules, for oral use",Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
Prevacid Solutab (lansoprazole) delayed-release orally disintegrating tablets,Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
Prevacid Solutab (lansoprazole) delayed-release orally disintegrating tablets,Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
Prilosec (omeprazole) delayed-release capsules,Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
Prilosec (omeprazole) delayed-release capsules,Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
Prilosec (omeprazole) delayed-release oral suspension,Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
Prilosec (omeprazole) delayed-release oral suspension,Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
Proton Pump Inhibitors,Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
Proton Pump Inhibitors,Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
"Protonix (pantoprazole sodium) delayed-release tablets, for oral use",Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
"Protonix (pantoprazole sodium) delayed-release tablets, for oral use",Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
Protonix (pantoprazole sodium) for delayed-release oral suspension,Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
Protonix (pantoprazole sodium) for delayed-release oral suspension,Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
"Protonix IV (pantoprazole sodium) for injection, for intravenous use",Polyps of stomach and duodenum,양성,pure_update,2017,April,April - June 2017
"Protonix IV (pantoprazole sodium) for injection, for intravenous use",Chronic kidney disease/ acute kidney injury,음성,pure_noaction,2017,April,April - June 2017
"Qtern (dapagliflozin and saxagliptin) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Repatha (evolocumab) injection, for subcutaneous use",Skin and subcutaneous tissue bacterial infections,양성,pure_update,2017,April,April - June 2017
"Taxotere (docetaxel) injection concentrate, intravenous&nbsp",Docetaxel and neutropenic enterocolitis,양성,pure_update,2017,April,April - June 2017
"Tradjenta (linagliptin) tablets, for oral use",Rhabdomyolysis,양성,pure_update,2017,April,April - June 2017
"Uvadex® (methoxsalen) injection, solution",Embolism and thrombosis,양성,pure_update,2017,April,April - June 2017
"Zyclara (imiquimod) cream, 2.5%, for topical use",Drug induced vitiligo-like depigmentation,보류,pending,2017,April,April - June 2017
"Zyclara (imiquimod) cream, 3.75%, for topical use",Drug induced vitiligo-like depigmentation,보류,pending,2017,April,April - June 2017
infusion,Docetaxel and neutropenic enterocolitis,양성,pure_update,2017,April,April - June 2017
oral suspension,Medication error: administration error,양성,trunc_unverified,2017,April,April - June 2017
"Actemra (tocilizumab) injection, for intravenous and subcutaneous use",Tocilizumab and pancreatitis,보류,pending,2017,July,July - September 2017
"Actemra (tocilizumab) injection, for intravenous or subcutaneous use",Tocilizumab and hepatotoxicity,보류,pending,2017,July,July - September 2017
"Antara (fenofibrate) capsules, for oral useFenoglide (fenofibrate) tablets, for oral useFibricor (fenofibric acid) tablets, for oral useLipofen (fenofibrate capsules",Serious skin reactions,보류,pending,2017,July,July - September 2017
"Avelox (moxifloxacin hydrochloride) injection, for intravenous useAvelox (moxifloxacin hydrochloride) tablets, for oral useCipro (ciprofloxacin hydrochloride), for oral suspensionCipro IV (ciprofloxacin) injection, for intravenous useCipro (ciprofloxacin hydrochloride) tablet, for oral useCipro XR (ciprofloxacin) extended-release tablets, for oral useFactive (gemifloxacin mesylate) tabletsLevaquin (levofloxacin) injection, solution for intravenous useLevaquin (levofloxacin), solution for oral useLevaquin (levofloxacin) tablet, film coated for oral useMoxifloxacin injection, for intravenous use",Hypoglycemic coma,보류,pending,2017,July,July - September 2017
Cetirizine hydrochlorideHydroxyzineLevocetirizine dihydrochloride,Rebound Pruritis,보류,pending,2017,July,July - September 2017
"Imbruvica (ibrutinib) capsules, for oral use",Hepatotoxicity,보류,pending,2017,July,July - September 2017
"Imbruvica (ibrutinib) capsules, for oral use",Ventricular arrhythmia,양성,pure_update,2017,July,July - September 2017
Methotrexate injection,"Drug interaction with nitrous oxide - potentiated effect of methotrexate on folate metabolism, resulting in increased toxicity (severe myelosuppression, stomatitis, and neurotoxicity)",보류,pending,2017,July,July - September 2017
Nafcillin Injection,Acute renal failure,보류,pending,2017,July,July - September 2017
"Ocaliva (obeticholic acid) tablets, for oral use",Liver injury,보류,pending,2017,July,July - September 2017
Pseudoephedrine,Acute generalized exanthematous pustulosis,보류,pending,2017,July,July - September 2017
Rheumatrex (methotrexate sodium) tabletsMethotrexate tablets,Wrong dosing frequency errors (once daily administration instead of intended once weekly schedule),보류,pending,2017,July,July - September 2017
"Soliris (eculizumab) injection, for intravenous use",Nongroupable meningitis infections and Neisseria (other than N. meningitides) infections,보류,pending,2017,July,July - September 2017
USP,Wrong dosing frequency errors (once daily administration instead of intended once weekly schedule),보류,pending,2017,July,July - September 2017
"USP) for oral useTricor (fenofibrate) tablet, for oral useTriglide (fenofibrate) tablets, for oral useTrilipix (fenofibric acid) capsule, delayed release for oral use",Serious skin reactions,보류,pending,2017,July,July - September 2017
"USP, for intravenous use only",Acute renal failure,보류,pending,2017,July,July - September 2017
USPXatmep (methotrexate) oral solution,"Drug interaction with nitrous oxide - potentiated effect of methotrexate on folate metabolism, resulting in increased toxicity (severe myelosuppression, stomatitis, and neurotoxicity)",보류,pending,2017,July,July - September 2017
"Uptravi (selexipag) tablets, for oral use",Hypotension,양성,pure_update,2017,July,July - September 2017
"Vraylar (cariprazine) capsules, for oral use",Stevens-Johnson syndrome (SJS),보류,pending,2017,July,July - September 2017
"Xarelto (rivaroxaban) tablets, for oral use",Liver injury,음성,pure_noaction,2017,July,July - September 2017
amitriptyline bupropion citalopram duloxetine escitalopram fluoxetine paroxetine sertraline venlafaxine,Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS),보류,pending,2017,July,July - September 2017
Asclera (polidocanol) injection Sotradecol (sodium tetradecyl sulfate) injection Varithena (polidocanol) injectable foam,Cardiovascular adverse events,양성,mixed_reviewed,2017,October,October - December 2017
Cytotec (misoprostol) tablets,High fevers (greater than 104 degrees Fahrenheit or 40 degrees Celsius),양성,pure_update,2017,October,October - December 2017
Emend (fosaprepitant) for injection,Infusion site reactions,보류,pending,2017,October,October - December 2017
Erythrocin Lactobionate – IV (erythromycin lactobionate) for injection,Drug interaction with HMG-CoA reductase inhibitors (lovastatin and simvastatin) extensively metabolized by CYP3A4 (enzyme) resulting in myopathy and rhabdomyolysis,보류,pending,2017,October,October - December 2017
Fortamet (metformin hydrochloride) extended-release tablets Glucophage (metformin hydrochloride) tablets Glucophage XR (metformin hydrochloride) extended-release tablets Glumetza (metformin hydrochloride) extended-release tablets Riomet (metformin hydrochloride) oral solution,Serious skin reactions,보류,pending,2017,October,October - December 2017
Lamictal (lamotrigine) tablets,Labetalol-lamotrigine name confusion/medication errors associated with serious outcomes,음성,pure_noaction,2017,October,October - December 2017
Lexiscan (regadenoson) injection,Serious cardiac adverse events following prolonged Lexiscan administration (>10 seconds),보류,pending,2017,October,October - December 2017
"Muscle Relaxants Amrix (cyclobenzaprine hydrochloride) extended release capsules Equagesic (aspirin and meprobamate) tablets Maolate (chlorphenesin carbamate) tablets Metaxalone Tablets (metaxalone) tablets Norflex (orphenadrine citrate) extended release tablets Norflex (orphenadrine citrate) injection Norgesic (aspirin, caffeine, orphenadrine citrate) tablets Parafon Forte DSC (chlorzoxazone) tablets Robaxin (methocarbamol) injection Robaxin (methocarbamol) tablets Skelaxin (metaxalone) tablets Soma (carisoprodol) tablets",Serotonin syndrome,보류,pending,2017,October,October - December 2017
ProvayBlue (methylene blue) injection,Inappropriate dilution of medication,보류,pending,2017,October,October - December 2017
Singulair (montelukast sodium) tablets,Neuropsychiatric adverse reactions,보류,pending,2017,October,October - December 2017
Sodium-Glucose Cotransporter-2 (SGLT-2) Inhibitors Farxiga (dapagliflozin) tablets Glyxambi (empagliflozin and linagliptin) tablets Invokana (canagliflozin) tablets Invokamet (canagliflozin and metformin hydrochloride) tablets Invokamet XR (canagliflozin and metformin hydrochloride extended-release) tablets Jardiance (empagliflozin) tablets Qtern (dapagliflozin and saxagliptin) tablets Synjardy (empagliflozin and metformin hydrochloride) tablets Synjardy XR (empagliflozin and metformin hydrochloride extended-release) tablets Xigduo XR (dapagliflozin and metformin hydrochloride extended-release) tablets,Fournier’s gangrene,보류,pending,2017,October,October - December 2017
Viberzi (eluxadoline) tablets,Anaphylaxis and hypersensitivity,양성,pure_update,2017,October,October - December 2017
Azathioprine tablets Azathioprine sodium injection Imuran (azathioprine) tablets Mercaptopurine tablets Purinethol (mercaptopurine) tablets Purixan (mercaptopurine) oral suspension Uloric (febuxostat) tablets,Drug-drug interaction between thiopurines and febuxostat,보류,pending,2018,April,April - June 2018
Bortezomib for injection Velcade (bortezomib) for injection,Thrombotic microangiopathy,보류,pending,2018,April,April - June 2018
Bunavail (buprenorphine and naloxone) buccal film,Bunavail (buprenorphine/naloxone buccal film) product quality issues leading to opioid withdrawal symptoms,보류,pending,2018,April,April - June 2018
